[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=1
MAP_WIDTH=40
MAP_HEIGHT=45
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
304443,304422,304433,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304422,304434,
304141,100011,301111,100214,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102041,301414,
304141,101111,301111,101402,104422,104434,104444,104444,104443,104422,104434,104444,104444,104444,104444,104443,104422,104422,104422,104422,104434,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301313,302222,302020,101414,104444,104444,104141,40,101402,104434,104444,104444,104444,104141,300202,302222,302222,302031,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,100214,102244,103444,104444,104444,104141,40,42,101402,104422,104422,104422,104120,400214,402244,402041,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101414,104444,104444,104444,104444,104141,300000,400202,402222,402222,402222,402222,402222,403422,404422,404120,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101402,104422,104422,104433,104422,104334,102244,102244,102244,102244,102244,102244,102244,102244,102244,102041,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301313,302222,302222,302031,101100,43,101402,104434,104444,104444,104444,104444,104444,104444,104444,104444,104141,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,100214,102041,301100,400202,402222,402020,101414,104444,104444,104444,104444,104444,104444,104444,104444,104141,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101414,104344,102244,102244,102244,102243,103422,104422,104422,104422,104422,104434,104444,104444,104444,104141,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101414,104444,104444,104444,104444,104141,400202,402222,402222,402222,402020,101414,104444,104444,104444,104141,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101414,104444,104444,104444,104444,104344,102244,102244,102244,102244,102244,103443,104422,104422,104422,104131,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
304141,101111,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,400202,402222,402020,101111,301111,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,301414,
