[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=1
MAP_WIDTH=40
MAP_HEIGHT=60
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,100214,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102244,102041,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
0,101414,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104444,104141,0,
